Bigram,Frequency
crucial_importance,1
importance_historical,1
historical_context,1
context_institutional,1
institutional_subscriber,1
focus_study,1
study_establish,1
establish_key,1
institution_cooperation,1
cooperation_rule,1
rule_either,1
either_explicit,1
explicit_implicit,1
implicit_designed,1
designed_implemented,1
implemented_crucial,1
either_worker,1
employer_view,1
view_ranged,1
ranged_anyone,1
anyone_notice,1
notice_prediction,1
prediction_great,1
great_upheaval,1
positive_note,1
note_diversification,1
investment_security,1
security_correct,1
also_agree,1
agree_health,1
reform_mean,1
mean_either,1
adequacy_reputationgoodwill,1
reputationgoodwill_key,1
affecting_performance,1
uganda_contrary,1
contrary_credit,1
risk_negative,1
impact_performance,1
uganda_positive,1
performance_licensed,1
licensed_nonafrican,1
bank_average,1
average_period,1
linear_multiple,1
study_finding,1
showed_management,1
efficiency_capital,1
efficiency_bank,1
bank_reputationgoodwill,1
reputationgoodwill_credit,1
management_capital,1
level_diversification,1
investment_addition,1
policy_regulation,1
regulation_instrument,1
enhanced_performance,1
uganda_emerging,1
emerging_policy,1
implication_commercial,1
banks’_management,1
management_focus,1
focus_improving,1
improving_management,1
labor_management,1
management_representative,1
representative_imposing,1
imposing_tax,1
tax_health,1
benefit_likely,1
factor_drive,1
drive_enhanced,1
upheaval_worker,1
employer_patient,1
patient_health,1
provider_entire,1
system_one,1
point_consensus,1
consensus_among,1
among_labor,1
nowcasts_computed,1
computed_using,1
using_exact,1
exact_amount,1
amount_information,1
information_policy,1
maker_available,1
made_however,1
provides_early,1
early_assessment,1
assessment_current,1
growth_considered,1
considered_potential,1
potential_new,1
new_monetary,1
target_nowcasts,1
harmonize_impact,1
impact_diversification,1
diversification_commercial,1
banks’_performance,1
performance_avoid,1
avoid_exploitation,1
exploitation_commercial,1
banks’_customer,1
instrument_enforce,1
enforce_high,1
high_liquidity,1
level_also,1
need_regulation,1
regulation_noninterest,1
income_activity,1
activity_harmonize,1
ability_forecast,1
forecast_nominal,1
gdp_model,1
model_fully,1
fully_estimated,1
estimated_one,1
step_using,1
nonlinear_kalman,1
allows_potential,1
instability_dymibreak,1
dymibreak_use,1
small_scale,1
scale_confirmatory,1
confirmatory_factor,1
analysis_candidate,1
candidate_variable,1
edge_paper,1
proposes_multivariate,1
multivariate_state,1
account_asynchronous,1
asynchronous_information,1
information_inflow,1
inflow_also,1
also_allows,1
arrives_different,1
frequency_asynchronously,1
asynchronously_pose,1
pose_challenge,1
challenge_mixed,1
frequency_missing,1
data_ragged,1
ragged_edge,1
accurate_real,1
time_nowcasts,1
nowcasts_nominal,1
introduce_class,1
class_interpretable,1
interpretable_treebased,1
model_ptrees,1
ptrees_analyzing,1
compare_predictive,1
model_univariate,1
multivariate_specification,1
specification_result,1
model_containing,1
information_real,1
rate_divisia,1
aggregate_produce,1
analysis_proposed,1
proposed_factor,1
capture_comovement,1
comovement_rather,1
rather_variance,1
variance_underlying,1
underlying_variable,1
variable_compare,1
filter_applied,1
applied_obtain,1
obtain_simultaneously,1
simultaneously_optimal,1
optimal_inference,1
factor_parameter,1
parameter_differently,1
differently_principal,1
accommodate_imbalanced,1
imbalanced_panel,1
panel_asset,1
return_grow,1
grow_noarbitrage,1
noarbitrage_condition,1
condition_ptrees,1
ptrees_also,1
test_asset,1
asset_crosssectional,1
crosssectional_asset,1
pricing_unlike,1
unlike_tree,1
tree_algorithm,1
algorithm_ptrees,1
ptrees_accommodate,1
criterion_avoid,1
avoid_overfitting,1
overfitting_improve,1
performance_apply,1
apply_ptree,1
ptree_generate,1
generate_stochastic,1
stochastic_discount,1
analyzing_panel,1
data_iterative,1
iterative_global,1
global_instead,1
instead_recursive,1
recursive_local,1
local_splitting,1
splitting_criterion,1
investment_metric,1
metric_find,1
find_boosted,1
boosted_timeseries,1
timeseries_ptrees,1
ptrees_outperform,1
model_pca,1
pca_latent,1
predictor_regimeswitching,1
regimeswitching_u,1
u_equity,1
equity_data,1
based_multiple,1
multiple_pricing,1
pricing_prediction,1
prediction_investment,1
interaction_macroeconomic,1
state_firm,1
firm_characteristic,1
characteristic_example,1
example_ptree,1
ptree_identifies,1
identifies_inflation,1
important_macro,1
also_graphically,1
graphically_capture,1
capture_nonlinearity,1
nonlinearity_interaction,1
interaction_effect,1
effect_accommodate,1
accommodate_regimeswitching,1
regimeswitching_interaction,1
industryadjusted_market,1
market_equity,1
equity_drive,1
drive_crosssectional,1
crosssectional_return,1
return_variation,1
variation_consistent,1
consistent_variable,1
datadriven_cutpoints,1
cutpoints_ptrees,1
ptrees_reveal,1
reveal_longrun,1
longrun_reversal,1
reversal_volume,1
volume_volatility,1
volatility_industryadjusted,1
excess_alpha,1
alpha_famafrench,1
factor_benchmark,1
benchmark_producing,1
producing_annualized,1
annualized_sharpe,1
ratio_outofsample,1
outofsample_datadriven,1
model_equallyweighted,1
equallyweighted_portfolio,1
portfolio_five,1
five_factor,1
factor_generated,1
generated_ptrees,1
ptrees_delivers,1
delivers_excess,1
december_predict,1
predict_excess,1
return_threefactor,1
threefactor_linear,1
find_expected,1
market_treasury,1
treasury_market,1
market_exhibit,1
return_consider,1
consider_comprehensive,1
comprehensive_list,1
list_return,1
return_reit,1
reit_maturitysorted,1
maturitysorted_treasury,1
treasury_january,1
use_three,1
three_robust,1
robust_factor,1
factor_equity,1
premium_momentum,1
momentum_real,1
capture_crosssectional,1
crosssectional_expected,1
evidence_flighttosafety,1
flighttosafety_phenomenon,1
market_reit,1
reit_proxy,1
proxy_bond,1
market_elevated,1
elevated_real,1
volatility_use,1
sensitivity_instrument,1
instrument_study,1
study_critical,1
critical_relevance,1
relevance_diversification,1
diversification_perspective,1
perspective_current,1
u_macroenvironment,1
robust_include,1
include_macroeconomic,1
time_factor,1
analysis_observation,1
observation_clearly,1
clearly_depicts,1
depicts_interest,1
interest_sensitivity,1
shortmaturity_treasury,1
treasury_mortgage,1
reit_general,1
general_home,1
home_financing,1
financing_mortgage,1
reit_particular,1
particular_result,1
exhibit_inverse,1
premium_real,1
volatility_loading,1
factor_momentum,1
momentum_factor,1
factor_strongly,1
strongly_significant,1
significant_shortmaturity,1
manage_risk,1
risk_arising,1
arising_bank,1
bank_operation,1
operation_bank,1
bank_manage,1
manage_bankruptcy,1
risk_efficiency,1
stall_disturb,1
disturb_economic,1
predict_bankruptcy,1
bankruptcy_important,1
management_must,1
must_implemented,1
implemented_detect,1
detect_manage,1
bank_effect,1
industry_intermediation,1
intermediation_institution,1
institution_intermediation,1
intermediation_process,1
process_stalled,1
stalled_payment,1
system_stall,1
macroenvironment_rising,1
every_company,1
company_vulnerable,1
vulnerable_bankruptcy,1
bankruptcy_including,1
including_banking,1
industry_bankruptcy,1
bankruptcy_bank,1
theory_basic,1
basic_theory,1
theory_related,1
related_concept,1
concept_classifying,1
classifying_result,1
found_proposition,1
proposition_return,1
distress_paper,1
aim_conceptually,1
conceptually_based,1
theoretical_review,1
review_study,1
study_signaling,1
signaling_efficiency,1
efficiency_theory,1
asset_side,1
side_balanced,1
balanced_sheet,1
sheet_bank,1
bank_small,1
small_asset,1
asset_potentially,1
potentially_financial,1
efficiency_side,1
side_study,1
focus_effect,1
macroeconomic_bankruptcy,1
prediction_bank,1
bank_revenue,1
revenue_credit,1
credit_asset,1
shorter_longerterm,1
longerterm_interest,1
however_number,1
number_economy,1
economy_least,1
least_shorterterm,1
shorterterm_interest,1
rate_stuck,1
matter_forecasting,1
forecasting_macroeconomic,1
variable_popular,1
popular_class,1
class_forecasting,1
linear_vector,1
var_include,1
include_shorter,1
empirically_mainly,1
mainly_banking,1
data_important,1
element_macroeconomic,1
forecasting_projection,1
important_product,1
also_typically,1
typically_matter,1
product_able,1
predict_bank,1
bank_bankruptcy,1
bankruptcy_research,1
research_belief,1
belief_proposition,1
proposition_study,1
result_tested,1
censored_observation,1
observation_latent,1
latent_shadowrate,1
shadowrate_process,1
process_otherwise,1
setup_shadow,1
shadow_rate,1
rate_assumed,1
constraint_nominal,1
rate_appear,1
appear_inept,1
inept_handle,1
handle_elb,1
elb_interest,1
model_observed,1
rate_censored,1
drifting_toward,1
toward_constraint,1
constraint_well,1
well_environment,1
environment_linear,1
model_ignore,1
ignore_elb,1
elb_constraint,1
stuck_year,1
year_near,1
near_effective,1
effective_lower,1
bound_elb,1
elb_longerterm,1
longerterm_rate,1
rate_drifting,1
public_program,1
program_percent,1
percent_individual,1
individual_coverage,1
coverage_percent,1
percent_uninsured,1
uninsured_difference,1
difference_agreement,1
accelerated_development,1
job_percent,1
percent_nonelderly,1
nonelderly_population,1
population_employmentbased,1
benefit_percent,1
percent_covered,1
covered_public,1
var_u,1
u_since,1
since_superior,1
elb_indicator,1
forecast_shadowrate,1
shadowrate_specification,1
specification_par,1
par_standard,1
assumed_equal,1
equal_observed,1
rate_elb,1
elb_point,1
forecast_interest,1
term_constructed,1
constructed_shadowrate,1
shadowrate_var,1
measure_impact,1
impact_technology,1
technology_economic,1
identify_evaluate,1
growth_european,1
using_paneldata,1
paneldata_estimation,1
technique_investigate,1
expert_also,1
development_information,1
ict_past,1
decade_encouraged,1
encouraged_increasing,1
number_researcher,1
researcher_examine,1
examine_measure,1
reform_plan,1
plan_different,1
different_bill,1
bill_passed,1
passed_house,1
house_senate,1
senate_benefit,1
benefit_expert,1
agreement_surprisingly,1
surprisingly_given,1
given_deep,1
deep_conflict,1
conflict_exist,1
exist_president,1
president_obamas,1
obamas_health,1
openness_government,1
expenditure_foreign,1
investment_would,1
would_significantly,1
affect_gdp,1
caput_eu,1
eu_level,1
broadly_similar,1
differs_depending,1
depending_type,1
type_technology,1
technology_examined,1
examined_regarding,1
regarding_impact,1
factor_estimate,1
estimate_indicate,1
estimate_included,1
included_macroeconomic,1
positive_strongly,1
strongly_effect,1
eu_member,1
state_magnitude,1
magnitude_effect,1
effect_differs,1
empirically_various,1
indicator_ict,1
infrastructure_affect,1
growth_proxied,1
proxied_study,1
study_gdp,1
caput_within,1
within_estimate,1
maturity_corporate,1
governance_culture,1
culture_bankbased,1
bankbased_contrast,1
contrast_marketbased,1
marketbased_u,1
u_regime,1
regime_well,1
sample_german,1
german_listed,1
firm_diverge,1
diverge_u,1
u_market,1
market_accounting,1
standard_market,1
market_maturity,1
factor_important,1
driver_economic,1
aim_test,1
accuracy_three,1
three_wellknown,1
wellknown_equity,1
period_done,1
done_sample,1
similar_theoretical,1
also_finding,1
finding_relevant,1
relevant_empirical,1
research_reveals,1
reveals_ict,1
infrastructure_along,1
along_macroeconomic,1
dividend_discount,1
discount_abnormal,1
model_ten,1
ten_provide,1
accuracy_free,1
free_cash,1
flow_approach,1
additionally_find,1
economyusing_different,1
different_accuracy,1
measure_absolute,1
average_median,1
median_central,1
tendency_well,1
well_multiple,1
show_dividend,1
eg_market,1
first_paper,1
issue_sample,1
sample_listed,1
firm_largest,1
largest_bankbased,1
bankbased_european,1
european_economyusing,1
well_different,1
different_market,1
movement_trend,1
trend_influence,1
influence_main,1
main_input,1
input_factor,1
estimation_eg,1
rigorous_link,1
link_movement,1
productivity_wage,1
welfare_also,1
also_prove,1
prove_commonly,1
measure_effective,1
effective_rate,1
regarding_alternative,1
alternative_value,1
used_growth,1
growth_discount,1
show_specific,1
specific_factor,1
used_derive,1
derive_rigorous,1
conservative_accounting,1
accounting_influence,1
influence_hidden,1
hidden_reserve,1
reserve_finally,1
significant_valuation,1
valuation_difference,1
difference_regarding,1
evidence_importance,1
importance_german,1
german_accounting,1
standard_less,1
accurate_performance,1
performance_abnormal,1
compared_previous,1
due_conservative,1
apply_framework,1
understanding_implication,1
implication_uschina,1
uschina_trade,1
war_result,1
show_tradewar,1
tradewar_announcement,1
announcement_caused,1
announcement_effect,1
effect_tfp,1
tfp_impact,1
impact_macro,1
eg_exchange,1
effect_relative,1
price_import,1
import_apply,1
found_trade,1
liberalization_significantly,1
increase_firmlevel,1
productivity_method,1
method_enables,1
u_trace,1
trace_tariff,1
tariff_announcement,1
rate_protection,1
protection_equal,1
equal_dual,1
dual_measure,1
measure_revenue,1
revenue_tfp,1
tfp_providing,1
foundation_many,1
line_dynamic,1
dynamic_modelsinstitutional,1
modelsinstitutional_subscriber,1
benefit_management,1
management_labor,1
labor_expert,1
expert_share,1
share_expertise,1
war_lower,1
lower_u,1
u_welfare,1
welfare_percentage,1
point_much,1
larger_prediction,1
prediction_static,1
static_model,1
also_causing,1
decline_return,1
return_firm,1
firm_trading,1
trading_china,1
china_find,1
market_expect,1
expect_trade,1
caused_large,1
large_decline,1
decline_u,1
price_expected,1
expected_tfp,1
tfp_expected,1
largely_moving,1
moving_macro,1
ebris_biannual,1
forum_issue,1
issue_brief,1
brief_summarizes,1
summarizes_presentation,1
presentation_ebris,1
ebris_th,1
th_biannual,1
people_health,1
coverage_united,1
state_get,1
get_job,1
turn_countercyclical,1
countercyclical_si,1
updating_becomes,1
becomes_infrequent,1
affect_way,1
way_vast,1
majority_american,1
american_currently,1
currently_get,1
get_health,1
coverage_employmentbased,1
system_people,1
expertise_time,1
time_major,1
major_health,1
reform_legislation,1
legislation_debated,1
debated_congress,1
congress_focus,1
focus_might,1
iii_subsequently,1
subsequently_trend,1
inflation_sv,1
sv_fall,1
fall_gap,1
persistence_turn,1
calibrated_fixedhorizon,1
calibrated_fixed,1
learning_particle,1
smoother_estimate,1
ii_gap,1
persistence_procyclical,1
procyclical_si,1
updating_frequent,1
frequent_volcker,1
disinflation_iii,1
benefit_forum,1
forum_brought,1
brought_together,1
together_wide,1
range_economic,1
economic_benefit,1
auxiliary_particle,1
filter_particle,1
forum_held,1
held_washington,1
washington_dc,1
dc_dec,1
dec_topic,1
topic_employer,1
worker_future,1
future_employmentbased,1
volatility_sv,1
sv_afflicting,1
afflicting_trend,1
inflation_another,1
another_innovation,1
innovation_put,1
put_timevarying,1
timevarying_frequency,1
ranking_indicates,1
indicates_upcoming,1
upcoming_high,1
volatility_episode,1
episode_specific,1
persistence_uc,1
model_already,1
already_stochastic,1
